"Supplied Name","guid","scientificName","family","kingdom"
"Caloplaca xantholyta","BMSSYS0000003160","Caloplaca xantholyta","Teloschistaceae","Fungi"
"Acarospora cervina","NHMSYS0001472772","Acarospora cervina","Acarosporaceae","Fungi"
"Lichina confinis","BMSSYS0000047589","Lichina confinis","Lichinaceae","Fungi"
"Dimerella pineti","NHMSYS0001480880","Dimerella pineti","Coenogoniaceae","Fungi"
"Cladonia crispata var. crispata","NHMSYS0001477622","Cladonia crispata var. crispata","Cladoniaceae","Fungi"
"Catillaria scotinodes","NBNSYS0000018714","Catillaria scotinodes","Catillariaceae","Fungi"
"Umbilicaria hyperborea","NBNSYS0000019127","Umbilicaria hyperborea","Umbilicariaceae","Fungi"
"Bacidina mendax","BMSSYS0000728276","Bacidina mendax","Ramalinaceae","Fungi"
"Caloplaca vitellinula","NHMSYS0001476666","Caloplaca vitellinula","Teloschistaceae","Fungi"
"Scoliciosporum umbrinum","BMSSYS0000016782","Scoliciosporum umbrinum","Scoliciosporaceae","Fungi"
"Verrucaria pachyderma","NHMSYS0000364506","Verrucaria pachyderma","Verrucariaceae","Fungi"
"Trapelia collaris","BMSSYS0000728283","Trapelia collaris","Trapeliaceae","Fungi"
"Clauzadea metzleri","NBNSYS0000018693","Clauzadea metzleri","Lecideaceae","Fungi"
"Parmotrema perlatum","NHMSYS0020039387","Parmotrema perlatum","Parmeliaceae","Fungi"
"Verrucaria hydrophila","NHMSYS0020991207","Verrucaria hydrophila","Verrucariaceae","Fungi"
"Micarea erratica","NHMSYS0001489449","Micarea erratica","Pilocarpaceae","Fungi"
"Caloplaca albolutescens","NHMSYS0001476620","Caloplaca albolutescens","Teloschistaceae","Fungi"
"Chrysothrix flavovirens","BMSSYS0000003784","Chrysothrix flavovirens","Chrysotrichaceae","Fungi"
"Bacidia sulphurella","NHMSYS0021576518","Bacidina modesta","Ramalinaceae","Fungi"
"Lecidea huxariensis","BMSSYS0000047180","Lecidea huxariensis","Lecideaceae","Fungi"
"Acrocordia macrospora","NBNSYS0000019876","Acrocordia macrospora","Monoblastiaceae","Fungi"
"Protoparmelia nephaea","NHMSYS0021645625","Miriquidica nephaea","Lecanoraceae","Fungi"
"Peltigera elisabethae","NHMSYS0001492056","Peltigera elisabethae","Peltigeraceae","Fungi"
"Verrucaria pinguicula","NBNSYS0000020702","Verrucaria pinguicula","Verrucariaceae","Fungi"
"Lepraria membranacea","NHMSYS0001487390","Lepraria membranacea","Stereocaulaceae","Fungi"
"Miriquidica griseoatra","NHMSYS0001489671","Miriquidica griseoatra","Lecanoraceae","Fungi"
"Rhizocarpon lecanorinum","NBNSYS0000039766","Rhizocarpon lecanorinum","Rhizocarpaceae","Fungi"
"Bilimbia lobulata","NHMSYS0001475735","Bilimbia lobulata","Lecideaceae","Fungi"
"Evernia prunastri","NBNSYS0000018480","Evernia prunastri","Parmeliaceae","Fungi"
"Ochrolechia turneri s. lat.","BMSSYS0000534007","Ochrolechia turneri s. lat.","Ochrolechiaceae","Fungi"
"Ramalina fastigiata","NBNSYS0000018987","Ramalina fastigiata","Ramalinaceae","Fungi"
"Usnea wasmuthii","NHMSYS0001501190","Usnea wasmuthii","Parmeliaceae","Fungi"
"Lecanora stenotropa","NBNSYS0000018626","Lecanora stenotropa","Lecanoraceae","Fungi"
"Catillaria modesta","NBNSYS0000018694","Catillaria modesta","Catillariaceae","Fungi"
"Arthonia spadicea","NHMSYS0021576638","Diarthonis spadicea","Arthoniaceae","Fungi"
"Hydropunctaria maura","NHMSYS0020990286","Hydropunctaria maura","Verrucariaceae","Fungi"
"Ropalospora lugubris f. sorediata","NHMSYS0020990833","Ropalospora lugubris f. sorediata","Ropalosporaceae","Fungi"
"Polysporina ferruginea","NHMSYS0001494551","Polysporina ferruginea","Acarosporaceae","Fungi"
"Caloplaca crenulatella","NBNSYS0000020529","Caloplaca crenulatella","Teloschistaceae","Fungi"
"Collema tenax var. ceranoides","NHMSYS0021576913","Enchylium tenax var. ceranoides","Collemataceae","Fungi"
"Buellia papillata","NHMSYS0001499484","Tetramelas papillatus","Caliciaceae","Fungi"
"Hypogymnia farinacea","NBNSYS0000018534","Hypogymnia farinacea","Parmeliaceae","Fungi"
"Placynthium nigrum","NBNSYS0000019344","Placynthium nigrum","Placynthiaceae","Fungi"
"Placynthiella oligotropha","NHMSYS0001493904","Placynthiella oligotropha","Trapeliaceae","Fungi"
"Lecidea turgidula","NBNSYS0000018731","Lecidea turgidula","Lecideaceae","Fungi"
"Epigloea medioincrassata","NHMSYS0001481834","Epigloea medioincrassata","Epigloeaceae","Fungi"
"Caloplaca crenularia","NBNSYS0000020528","Caloplaca crenularia","Teloschistaceae","Fungi"
"Heterodermia speciosa","NHMSYS0001484076","Heterodermia speciosa","Physciaceae","Fungi"
"Usnea hirta","NHMSYS0001501176","Usnea hirta","Parmeliaceae","Fungi"
"Miriquidica pycnocarpa f. sorediata","NHMSYS0020535714","Miriquidica pycnocarpa f. sorediata","Lecanoraceae","Fungi"
"Hypotrachyna sinuosa","NBNSYS0000018899","Hypotrachyna sinuosa","Parmeliaceae","Fungi"
"Cladonia grayi","NHMSYS0021552784","Cladonia grayi s. str.","Cladoniaceae","Fungi"
"Porpidia islandica","NHMSYS0001494685","Porpidia islandica","Lecideaceae","Fungi"
"Cladonia strepsilis","NHMSYS0000362124","Cladonia strepsilis","Cladoniaceae","Fungi"
"Normandina pulchella","NBNSYS0000039692","Normandina pulchella",,"Fungi"
"Micarea adnata","NBNSYS0000018809","Micarea adnata","Pilocarpaceae","Fungi"
"Parmotrema reticulatum","NHMSYS0001491912","Parmotrema reticulatum","Parmeliaceae","Fungi"
"Lemmopsis oblongans","NBNSYS0000018752","Lemmopsis oblongans","Lichinaceae","Fungi"
"Gyalidea fritzei","NHMSYS0001483316","Gyalidea fritzei","Gomphillaceae","Fungi"
"Xanthoria elegans","NHMSYS0001501921","Xanthoria elegans","Teloschistaceae","Fungi"
"Placynthiella dasaea","NHMSYS0001493901","Placynthiella dasaea","Trapeliaceae","Fungi"
"Verrucaria macrostoma f. macrostoma","NHMSYS0001501637","Verrucaria macrostoma f. macrostoma","Verrucariaceae","Fungi"
"Opegrapha vermicellifera","NHMSYS0001491427","Opegrapha vermicellifera","Roccellaceae","Fungi"
"Leptogium massiliense","BMSSYS0000051057","Scytinium massiliense","Collemataceae","Fungi"
"Caloplaca granulosa","NBNSYS0000020537","Caloplaca granulosa","Teloschistaceae","Fungi"
"Halecania ralfsii","NBNSYS0000018527","Halecania ralfsii","Catillariaceae","Fungi"
"Stereocaulon symphycheilum","NBNSYS0000019065","Stereocaulon symphycheilum","Stereocaulaceae","Fungi"
"Cladonia macrophylla","NBNSYS0000018383","Cladonia macrophylla","Cladoniaceae","Fungi"
"Nephroma arcticum","NBNSYS0000019316","Nephroma arcticum","Nephromataceae","Fungi"
"Lecanactis abietina","NHMSYS0001486261","Lecanactis abietina","Roccellaceae","Fungi"
"Thelenella modesta","NBNSYS0000019418","Thelenella modesta","Thelenellaceae","Fungi"
"Usnea silesiaca","NHMSYS0001501188","Usnea silesiaca","Parmeliaceae","Fungi"
"Anisomeridium robustum","NHMSYS0020534994","Anisomeridium robustum","Monoblastiaceae","Fungi"
"Umbilicaria polyphylla","NBNSYS0000019129","Umbilicaria polyphylla","Umbilicariaceae","Fungi"
"Stereocaulon pileatum","NBNSYS0000019062","Stereocaulon pileatum","Stereocaulaceae","Fungi"
"Leptogium biatorinum","BMSSYS0000051048","Scytinium biatorinum","Collemataceae","Fungi"
"Micarea globulosella","NBNSYS0000018816","Micarea globulosella","Pilocarpaceae","Fungi"
"Verrucaria lapidicola","BMSSYS0000052468","Verrucaria lapidicola","Verrucariaceae","Fungi"
"Phyllopsora rosei","NBNSYS0000018925","Phyllopsora rosei","Ramalinaceae","Fungi"
"Thelocarpon robustum","NHMSYS0001499652","Thelocarpon robustum","Thelocarpaceae","Fungi"
"Cladonia straminea","BMSSYS0000043796","Cladonia straminea","Cladoniaceae","Fungi"
"Buellia arborea","NHMSYS0001476307","Buellia arborea","Caliciaceae","Fungi"
"Bacidia delicata","NHMSYS0001475455","Bacidina delicata","Ramalinaceae","Fungi"
"Opegrapha areniseda","NBNSYS0000019198","Opegrapha areniseda","Roccellaceae","Fungi"
"Biatora chrysantha","BMSSYS0000002351","Biatora chrysantha","Ramalinaceae","Fungi"
"Scoliciosporum pruinosum","NHMSYS0001497329","Scoliciosporum pruinosum","Scoliciosporaceae","Fungi"
"Stereocaulon dactylophyllum var. occidentale","NBNSYS0000019056","Stereocaulon dactylophyllum var. occidentale","Stereocaulaceae","Fungi"
"Aspicilia simoensis","BMSSYS0000597833","Aspicilia simoensis","Megasporaceae","Fungi"
"Physcia leptalea","BMSSYS0000014378","Physcia leptalea","Physciaceae","Fungi"
"Tuckermannopsis chlorophylla","BMSSYS0000019154","Tuckermannopsis chlorophylla","Parmeliaceae","Fungi"
"Verrucaria squamulosa","NHMSYS0020991022","Verrucaria squamulosa","Verrucariaceae","Fungi"
"Toninia thiopsora","NHMSYS0001499846","Toninia thiopsora","Ramalinaceae","Fungi"
"Lambiella insularis","BMSSYS0000046914","Lambiella insularis","Trapeliaceae","Fungi"
"Peltigera collina","NBNSYS0000019323","Peltigera collina","Peltigeraceae","Fungi"
"Lecania suavis","NHMSYS0001486287","Lecania suavis","Ramalinaceae","Fungi"
"Vahliella atlantica","NHMSYS0020991178","Vahliella atlantica","Vahliellaceae","Fungi"
"Solenopsora candicans","NHMSYS0001497667","Solenopsora candicans","Catillariaceae","Fungi"
"Arthonia ilicinella","NBNSYS0000015502","Arthonia ilicinella","Arthoniaceae","Fungi"
"Psorotichia schaereri","NBNSYS0000018972","Psorotichia schaereri","Lichinaceae","Fungi"
"Cliostomum corrugatum","NBNSYS0000018420","Cliostomum corrugatum","Ramalinaceae","Fungi"
"Bacidia assulata","NHMSYS0000361533","Bacidia assulata","Ramalinaceae","Fungi"
"Micarea lynceola","NHMSYS0021645585","Leimonis lynceola","Pilocarpaceae","Fungi"
"Phylloblastia inexpectata","NHMSYS0020039036","Phylloblastia inexpectata","Verrucariaceae","Fungi"
"Lecanora argentata","NBNSYS0000018568","Lecanora argentata","Lecanoraceae","Fungi"
"Elixia flexella","BMSSYS0000006326","Elixia flexella","Elixiaceae","Fungi"
"Nephroma laevigatum","NBNSYS0000019317","Nephroma laevigatum","Nephromataceae","Fungi"
"Sticta canariensis (dufourii)","NHMSYS0020991108","Sticta canariensis (dufourii)","Lobariaceae","Fungi"
"Buellia pulverulenta","NHMSYS0020991124","Tetramelas pulverulentus","Caliciaceae","Fungi"
"Schismatomma quercicola","BMSSYS0000731194","Schizotrema quercicola","Roccellaceae","Fungi"
"Cetrariella delisei","BMSSYS0000003592","Cetrariella delisei","Parmeliaceae","Fungi"
"Physconia distorta","NBNSYS0000018939","Physconia distorta","Physciaceae","Fungi"
"Trapeliopsis gelatinosa","NHMSYS0001499952","Trapeliopsis gelatinosa","Trapeliaceae","Fungi"
"Lecidea leprarioides","NHMSYS0001442887","Lecidea leprarioides","Lecideaceae","Fungi"
"Lecanora swartzii","NHMSYS0001486482","Lecanora swartzii","Lecanoraceae","Fungi"
"Pertusaria leioplaca","NBNSYS0000019399","Pertusaria leioplaca","Pertusariaceae","Fungi"
"Pseudocyphellaria crocata","NHMSYS0021576833","Pseudocyphellaria citrina","Lobariaceae","Fungi"
"Lecanora horiza","NHMSYS0001486389","Lecanora horiza","Lecanoraceae","Fungi"
"Gyalidea roseola","NHMSYS0001483321","Gyalidea roseola","Gomphillaceae","Fungi"
"Gyalecta derivata","NBNSYS0000016965","Gyalecta derivata","Gyalectaceae","Fungi"
"Cladonia deformis","NBNSYS0000018367","Cladonia deformis","Cladoniaceae","Fungi"
"Caloplaca aractina","NBNSYS0000020512","Caloplaca aractina","Teloschistaceae","Fungi"
"Protoparmelia atriseda","NHMSYS0021645620","Miriquidica atriseda","Lecanoraceae","Fungi"
"Lecanora muralis","NBNSYS0000018604","Lecanora muralis","Lecanoraceae","Fungi"
"Porina effilata","NHMSYS0020039039","Porina effilata","Porinaceae","Fungi"
"Anaptychia runcinata","NHMSYS0001474607","Anaptychia runcinata","Physciaceae","Fungi"
"Bacidia viridifarinosa","BMSSYS0000731141","Aquacidia viridifarinosa","Ramalinaceae","Fungi"
"Rhizocarpon infernulum f. infernulum","NHMSYS0020990817","Rhizocarpon infernulum f. infernulum","Rhizocarpaceae","Fungi"
"Chaenothecopsis savonica","NHMSYS0001477249","Chaenothecopsis savonica","Mycocaliciaceae","Fungi"
"Peltigera lepidophora","NBNSYS0000019329","Peltigera lepidophora","Peltigeraceae","Fungi"
"Usnea subscabrosa","NBNSYS0000039810","Usnea subscabrosa","Parmeliaceae","Fungi"
"Staurothele frustulenta","BMSSYS0000017888","Staurothele frustulenta","Verrucariaceae","Fungi"
"Japewia subaurifera","NHMSYS0001485581","Japewia subaurifera","Ramalinaceae","Fungi"
"Sphaerophorus globosus","NBNSYS0000015580","Sphaerophorus globosus","Sphaerophoraceae","Fungi"
"Lecanora sublivescens","NHMSYS0001486477","Lecanora sublivescens","Lecanoraceae","Fungi"
"Rhizocarpon furfurosum","NHMSYS0001496264","Rhizocarpon furfurosum","Rhizocarpaceae","Fungi"
"Xanthoria aureola","NHMSYS0020000128","Xanthoria aureola","Teloschistaceae","Fungi"
"Cliostomum griffithii","NBNSYS0000018421","Cliostomum griffithii","Ramalinaceae","Fungi"
"Lecanora pannonica","NHMSYS0001486424","Lecanora pannonica","Lecanoraceae","Fungi"
"Lecanora confusa","NBNSYS0000018582","Lecanora confusa","Lecanoraceae","Fungi"
"Vulpicida juniperinus","NHMSYS0000364537","Vulpicida juniperinus","Parmeliaceae","Fungi"
"Rhizocarpon infernulum f. sylvaticum","NHMSYS0001496273","Rhizocarpon infernulum f. sylvaticum","Rhizocarpaceae","Fungi"
"Placopyrenium canellum","NHMSYS0020535932","Placopyrenium canellum","Verrucariaceae","Fungi"
"Halecania bryophila","BMSSYS0000007610","Halecania bryophila","Catillariaceae","Fungi"
"Polyblastia sendtneri","NBNSYS0000020630","Polyblastia sendtneri","Verrucariaceae","Fungi"
"Thelopsis melathelia","NHMSYS0021576848","Ramonia melathelia","Gyalectaceae","Fungi"
"Inoderma subabietinum","BMSSYS0000046691","Inoderma subabietinum","Arthoniaceae","Fungi"
"Cladonia conista","NHMSYS0020990074","Cladonia conista","Cladoniaceae","Fungi"
"Cladonia rei","NBNSYS0000018403","Cladonia rei","Cladoniaceae","Fungi"
"Amandinea punctata","BMSSYS0000001357","Amandinea punctata","Caliciaceae","Fungi"
"Myriospora smaragdula","BMSSYS0000048310","Myriospora smaragdula","Acarosporaceae","Fungi"
"Placynthium hungaricum","NHMSYS0019999863","Placynthium hungaricum","Placynthiaceae","Fungi"
"Rinodina immersa","NBNSYS0000019006","Rinodina immersa","Physciaceae","Fungi"
"Caloplaca dichroa","NHMSYS0001596576","Caloplaca dichroa","Teloschistaceae","Fungi"
"Caloplaca cerina var. cerina","NHMSYS0000361653","Caloplaca cerina","Teloschistaceae","Fungi"
"Fulgensia fulgens","NBNSYS0000020569","Fulgensia fulgens","Teloschistaceae","Fungi"
"Rhizocarpon intermediellum","NBNSYS0000039763","Rhizocarpon intermediellum","Rhizocarpaceae","Fungi"
"Biatora subduplex","BMSSYS0000002410","Biatora subduplex","Ramalinaceae","Fungi"
"Pertusaria pluripuncta","BMSSYS0000013293","Pertusaria pluripuncta","Pertusariaceae","Fungi"
"Pertusaria pustulata","NBNSYS0000019412","Pertusaria pustulata","Pertusariaceae","Fungi"
"Placidium rufescens","NHMSYS0001493872","Placidium rufescens","Verrucariaceae","Fungi"
"Lempholemma intricatum","NBNSYS0000018758","Lempholemma intricatum","Lichinaceae","Fungi"
"Lecidea nylanderi","BMSSYS0000009940","Lecidea nylanderi","Lecideaceae","Fungi"
"Porina aenea","NBNSYS0000154736","Porina aenea","Porinaceae","Fungi"
"Collema fasciculare","BMSSYS0000045190","Enchylium conglomeratum","Collemataceae","Fungi"
"Rhizocarpon caesium","NHMSYS0001443217","Rhizocarpon caesium","Rhizocarpaceae","Fungi"
"Gyalidea subscutellaris","NHMSYS0001483322","Gyalidea subscutellaris","Gomphillaceae","Fungi"
"Verrucaria cyanea","NHMSYS0020990693","Parabagliettoa cyanea","Verrucariaceae","Fungi"
"Micarea prasina s. str.","NHMSYS0020103730","Micarea prasina s. str.","Pilocarpaceae","Fungi"
"Physconia perisidiosa","NBNSYS0000018943","Physconia perisidiosa","Physciaceae","Fungi"
"Polyblastia theleodes","NHMSYS0020989767","Atla alpina","Verrucariaceae","Fungi"
"Aspicilia epiglypta","NBNSYS0000018188","Aspicilia epiglypta","Megasporaceae","Fungi"
"Rinodina confragosa","NBNSYS0000019001","Rinodina confragosa","Physciaceae","Fungi"
"Platismatia glauca","NHMSYS0001493938","Platismatia glauca","Parmeliaceae","Fungi"
"Lempholemma chalazanodes","NBNSYS0000018755","Lempholemma chalazanodes","Lichinaceae","Fungi"
"Pyrenula chlorospila","NBNSYS0000019899","Pyrenula chlorospila","Pyrenulaceae","Fungi"
"Caloplaca arenaria","NHMSYS0001476623","Caloplaca arenaria","Teloschistaceae","Fungi"
"Fuscidea mollis","NHMSYS0001482513","Fuscidea mollis","Fuscideaceae","Fungi"
"Solorina crocea","NBNSYS0000019358","Solorina crocea","Peltigeraceae","Fungi"
"Verrucaria elaeomelaena","BMSSYS0000052458","Verrucaria elaeomelaena s. lat.","Verrucariaceae","Fungi"
"Sticta fuliginosa s. lat.","BMSSYS0000534236","Sticta fuliginosa s. lat.","Lobariaceae","Fungi"
"Lichenostigma alpinum","BMSSYS0000047584","Lichenostigma alpinum","Lichenotheliaceae","Fungi"
"Candelariella aurella f. smaragdula","NHMSYS0001476789","Candelariella aurella f. smaragdula","Candelariaceae","Fungi"
"Fuscopannaria praetermissa","BMSSYS0000006973","Fuscopannaria praetermissa","Pannariaceae","Fungi"
"Xanthoria candelaria s. str.","NHMSYS0020105998","Xanthoria candelaria s. str.","Teloschistaceae","Fungi"
"Caloplaca ferruginea s. str.","NHMSYS0020987548","Caloplaca ferruginea s. str.","Teloschistaceae","Fungi"
"Phaeophyscia endococcina","NBNSYS0000039708","Phaeophyscia endococcina","Physciaceae","Fungi"
"Micarea olivacea","NBNSYS0000018831","Micarea olivacea","Pilocarpaceae","Fungi"
"Lithographa tesserata","NBNSYS0000018794","Lithographa tesserata","Trapeliaceae","Fungi"
"Bacidia caesiovirens","BMSSYS0000002134","Bacidia caesiovirens","Ramalinaceae","Fungi"
"Rinodina interpolata","NBNSYS0000019007","Rinodina interpolata","Physciaceae","Fungi"
"Arthonia cinnabarina","NBNSYS0000015516","Arthonia cinnabarina","Arthoniaceae","Fungi"
"Melanohalea laciniatula","NHMSYS0001489138","Melanohalea laciniatula","Parmeliaceae","Fungi"
"Physcia tenella","NBNSYS0000018934","Physcia tenella","Physciaceae","Fungi"
"Lecania poeltii","NHMSYS0020990311","Lecania poeltii","Ramalinaceae","Fungi"
"Lecidella anomaloides","NHMSYS0001486980","Lecidella anomaloides","Lecanoraceae","Fungi"
"Polyblastia verrucosa","NBNSYS0000020633","Polyblastia verrucosa","Verrucariaceae","Fungi"
"Cladonia cornuta","NBNSYS0000018362","Cladonia cornuta","Cladoniaceae","Fungi"
"Leptogium subtile","NHMSYS0001487441","Leptogium subtile","Collemataceae","Fungi"
"Diplotomma chlorophaeum","NHMSYS0001480952","Diplotomma chlorophaeum","Caliciaceae","Fungi"
"Bryoria smithii","NBNSYS0000018265","Bryoria smithii","Parmeliaceae","Fungi"
"Solorina bispora var. monospora","NBNSYS0000019357","Solorina bispora var. monospora","Peltigeraceae","Fungi"
"Cladonia stellaris","NHMSYS0001477675","Cladonia stellaris","Cladoniaceae","Fungi"
"Placynthiella uliginosa","NBNSYS0000018949","Placynthiella uliginosa","Trapeliaceae","Fungi"
"Enterographa crassa","NHMSYS0001481444","Enterographa crassa","Roccellaceae","Fungi"
"Lecanora epibryon","NBNSYS0000018588","Lecanora epibryon","Lecanoraceae","Fungi"
"Peltigera membranacea","NBNSYS0000019332","Peltigera membranacea","Peltigeraceae","Fungi"
"Lecidea haerjedalica","BMSSYS0000009850","Lecidea haerjedalica","Lecideaceae","Fungi"
"Porina hibernica","NHMSYS0001494649","Porina hibernica","Porinaceae","Fungi"
"Placopsis gelida","NBNSYS0000018945","Placopsis gelida","Trapeliaceae","Fungi"
"Caloplaca diffusa","NHMSYS0020989891","Caloplaca diffusa","Teloschistaceae","Fungi"
"Graphina pauciloculata","NBNSYS0000016932","Graphina pauciloculata","Graphidaceae","Fungi"
"Leptogium cyanescens","NHMSYS0001487422","Leptogium cyanescens","Collemataceae","Fungi"
"Tornabea scutellifera","NBNSYS0000019103","Tornabea scutellifera","Physciaceae","Fungi"
"Cladonia trassii","BMSSYS0000003990","Cladonia trassii","Cladoniaceae","Fungi"
"Gyalideopsis cyanophila","BMSSYS0000533784","Gyalideopsis cyanophila","Gomphillaceae","Fungi"
"Catillaria lenticularis","NHMSYS0001476928","Catillaria lenticularis","Catillariaceae","Fungi"
"Ramboldia insidiosa","BMSSYS0000015982","Ramboldia insidiosa","Ramboldiaceae","Fungi"
"Parmotrema crinitum","NHMSYS0001491911","Parmotrema crinitum","Parmeliaceae","Fungi"
"Xylographa parallela","NHMSYS0000364569","Xylographa parallela","Trapeliaceae","Fungi"
"Hymenelia prevostii","NBNSYS0000018526","Hymenelia prevostii","Hymeneliaceae","Fungi"
"Fuscidea gothoburgensis","NHMSYS0001482506","Fuscidea gothoburgensis","Fuscideaceae","Fungi"
"Diplotomma pharcidium","NHMSYS0001480954","Diplotomma pharcidium","Caliciaceae","Fungi"
"Aspicilia calcarea","NHMSYS0000361491","Aspicilia calcarea","Megasporaceae","Fungi"
"Cetraria muricata","BMSSYS0000003585","Cetraria muricata","Parmeliaceae","Fungi"
"Pyrenopsis impolita","NHMSYS0001495906","Pyrenopsis impolita","Lichinaceae","Fungi"
"Ochrolechia inaequatula","NBNSYS0000039694","Ochrolechia inaequatula","Ochrolechiaceae","Fungi"
"Caloplaca pollinii","NBNSYS0000020553","Caloplaca pollinii","Teloschistaceae","Fungi"
"Caloplaca ceracea","NHMSYS0001476631","Caloplaca ceracea","Teloschistaceae","Fungi"
"Miriquidica subplumbea","BMSSYS0000048038","Miriquidica subplumbea","Lecanoraceae","Fungi"
"Myriospora dilatata","NHMSYS0020990627","Myriospora dilatata","Acarosporaceae","Fungi"
"Polyblastia schaereriana","NHMSYS0020990882","Sporodictyon schaererianum","Verrucariaceae","Fungi"
"Pyrenula laevigata","NBNSYS0000019901","Pyrenula laevigata","Pyrenulaceae","Fungi"
"Rhizocarpon hochstetteri","NHMSYS0001496269","Rhizocarpon hochstetteri","Rhizocarpaceae","Fungi"
"Ionaspis lacustris","NHMSYS0001485520","Ionaspis lacustris","Hymeneliaceae","Fungi"
"Cladonia portentosa","NBNSYS0000018396","Cladonia portentosa","Cladoniaceae","Fungi"
"Staurothele rupifraga","NHMSYS0001498854","Staurothele rupifraga","Verrucariaceae","Fungi"
"Halecania alpivaga","NBNSYS0000018548","Halecania alpivaga","Catillariaceae","Fungi"
"Parmelia ernstiae","NHMSYS0001491791","Parmelia ernstiae","Parmeliaceae","Fungi"
"Collemopsidium sublitorale","NHMSYS0001478340","Collemopsidium sublitorale","Xanthopyreniaceae","Fungi"
"Melanelixia fuliginosa","NHMSYS0001489121","Melanelixia fuliginosa","Parmeliaceae","Fungi"
"Trapeliopsis glaucolepidea","NBNSYS0000019113","Trapeliopsis glaucolepidea","Trapeliaceae","Fungi"
"Lecanora fugiens","BMSSYS0000048297","Myriolecis fugiens","Lecanoraceae","Fungi"
"Claurouxia chalybeioides","NHMSYS0001477740","Claurouxia chalybeioides","Lecanoraceae","Fungi"
"Placynthiella hyporhoda","NHMSYS0001493902","Placynthiella hyporhoda","Trapeliaceae","Fungi"
"Placidium michelii","BMSSYS0000014545","Placidium michelii","Verrucariaceae","Fungi"
"Opegrapha niveoatra","NHMSYS0001491390","Opegrapha niveoatra","Roccellaceae","Fungi"
"Anisomeridium polypori","BMSSYS0000001474","Anisomeridium polypori","Monoblastiaceae","Fungi"
"Protomicarea limosa","NHMSYS0001494815","Protomicarea limosa","Psoraceae","Fungi"
"Trapeliopsis aeneofusca","NBNSYS0000019110","Trapeliopsis aeneofusca","Trapeliaceae","Fungi"
"Cliostomum leprosum","NHMSYS0001477915","Cliostomum leprosum","Ramalinaceae","Fungi"
"Lecanora sinuosa","NHMSYS0020989924","Lecanora sinuosa","Lecanoraceae","Fungi"
"Ramonia calcicola","NHMSYS0020327883","Ramonia calcicola","Gyalectaceae","Fungi"
"Lempholemma radiatum","NBNSYS0000018761","Lempholemma radiatum","Lichinaceae","Fungi"
"Bacidia chloroticula","NHMSYS0001475454","Bacidina chloroticula","Ramalinaceae","Fungi"
"Agonimia flabelliformis","NHMSYS0020989690","Agonimia flabelliformis","Verrucariaceae","Fungi"
"Catinaria papillosa","BMSSYS0000043470","Catinaria papillosa","Ramalinaceae","Fungi"
"Lecanora albella","BMSSYS0000009449","Lecanora albella","Lecanoraceae","Fungi"
"Calicium adspersum","NBNSYS0000015534","Calicium adspersum","Caliciaceae","Fungi"
"Halecania spodomela","NHMSYS0001483509","Halecania spodomela","Catillariaceae","Fungi"
"Baeomyces rufus","NBNSYS0000017048","Baeomyces rufus","Baeomycetaceae","Fungi"
"Lecanora caledonica","BMSSYS0000046997","Lecanora caledonica","Lecanoraceae","Fungi"
"Ionaspis suaveolens","NHMSYS0001485524","Ionaspis suaveolens","Hymeneliaceae","Fungi"
"Placynthiella icmalea","NHMSYS0001493903","Placynthiella icmalea","Trapeliaceae","Fungi"
"Felipes leucopellaeus","BMSSYS0000045458","Felipes leucopellaeus","Arthoniaceae","Fungi"
"Llimonaea sorediata","NHMSYS0021645555","Ingaderia vandenboomii","Roccellaceae","Fungi"
"Micarea hedlundii","NBNSYS0000018817","Micarea hedlundii","Pilocarpaceae","Fungi"
"Buellia saxorum","NBNSYS0000018284","Buellia saxorum","Caliciaceae","Fungi"
"Schismatomma graphidioides","NHMSYS0021576863","Schismatomma ricasolii","Roccellaceae","Fungi"
"Caloplaca ahtii","NHMSYS0001476619","Caloplaca ahtii","Teloschistaceae","Fungi"
"Rhizocarpon simillimum","NBNSYS0000039774","Rhizocarpon simillimum","Rhizocarpaceae","Fungi"
"Physcia adscendens","BMSSYS0000049685","Physcia adscendens","Physciaceae","Fungi"
"Endocarpon pusillum var. pusillum","NHMSYS0001481366","Endocarpon pusillum var. pusillum","Verrucariaceae","Fungi"
"Bryoria tenuis","BMSSYS0000002920","Bryoria tenuis","Parmeliaceae","Fungi"
"Teloschistes chrysophthalmus","NHMSYS0021646100","Teloschistes chrysophthalmos","Teloschistaceae","Fungi"
"Micarea eximia","BMSSYS0000011211","Micarea eximia","Pilocarpaceae","Fungi"
"Caloplaca ferruginea s. lat.","BMSSYS0000533619","Caloplaca ferruginea s. lat.","Teloschistaceae","Fungi"
"Gyalidea lecideopsis","NHMSYS0001483319","Gyalidea lecideopsis","Gomphillaceae","Fungi"
"Lecanora coppinsii","NHMSYS0020535609","Lecanora coppinsii","Lecanoraceae","Fungi"
"Cladonia incrassata","NHMSYS0001477646","Cladonia incrassata","Cladoniaceae","Fungi"
"Lecanora antiqua","BMSSYS0000048294","Myriolecis antiqua","Lecanoraceae","Fungi"
"Absconditella celata","NHMSYS0001472736","Absconditella celata","Stictidaceae","Fungi"
"Arthonia stellaris","NBNSYS0000015515","Arthonia stellaris","Arthoniaceae","Fungi"
"Toninia squalida","NBNSYS0000019100","Toninia squalida","Ramalinaceae","Fungi"
